rank,player_name,age,gender,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-,image_url
3509,Lasse Schøne,38,M,N.E.C. Nijmegen,Eredivisie,Denmark,CM,Right,178,78,['CDM'],72,34,-2,72,-2,77,-2,71,-3,61,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p172143.png?padding=0.7
3509,Sebastian Schonlau,30,M,Hamburger SV,Bundesliga 2,Germany,CB,Right,185,80,,72,61,3,41,0,54,1,58,0,74,0,72,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p214948.png?padding=0.7
3509,Siebe Schrijvers,28,M,OH Leuven,1A Pro League,Belgium,CM,Right,179,68,"['CAM', 'CDM']",72,69,5,73,1,72,0,73,0,68,6,65,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p209780.png?padding=0.7
3509,Richard Schunke,32,M,IDV,Libertadores,Argentina,CB,Right,185,78,,72,59,0,34,0,53,0,54,-1,71,-2,80,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253341.png?padding=0.7
3509,Kiko Seike,28,F,Brighton,Barclays WSL,Japan,RW,Right,166,62,"['RB', 'LM', 'RM']",72,77,0,71,0,69,0,72,0,58,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275923.png?padding=0.7
3509,Ole Kristian Selnæs,30,M,Rosenborg BK,Eliteserien,Norway,CM,Left,188,80,['CDM'],72,62,0,67,0,72,0,71,0,68,0,76,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204612.png?padding=0.7
3509,Allyson Sentnor,20,F,Utah Royals FC,NWSL,United States,CM,Right,162,57,['LW'],72,67,0,66,0,68,0,74,0,64,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p71527.png?padding=0.7
3509,Jaime Seoane,27,M,R. Oviedo,LALIGA HYPERMOTION,Spain,CM,Right,175,73,"['CAM', 'ST']",72,76,6,71,-1,71,0,74,0,66,0,74,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247793.png?padding=0.7
3509,Jean Michaël Seri,33,M,Al Orobah,ROSHN Saudi League,Côte d'Ivoire,CDM,Right,171,74,['CM'],72,56,-1,65,0,76,-1,73,-1,66,0,64,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216451.png?padding=0.7
3509,Delanie Sheehan,25,F,NJ/NY Gotham,NWSL,United States,CM,Right,168,64,['ST'],72,56,-1,71,1,70,0,72,1,52,7,71,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264960.png?padding=0.7
3509,Volodymyr Shepelev,27,M,Dynamo Kyiv,Ukrayina Liha,Ukraine,CDM,Right,184,73,['CM'],72,64,0,62,-1,64,0,69,0,66,1,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244376.png?padding=0.7
3509,Eldor Shomurodov,29,M,AS Roma,Serie A Enilive,Uzbekistan,ST,Right,190,76,,72,76,-2,70,-1,64,1,73,0,39,0,66,-5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239964.png?padding=0.7
3509,Djibril Sidibé,32,M,Toulouse FC,Ligue 1 McDonald's,France,RB,Right,183,80,['LB'],72,66,-6,58,-4,67,-4,67,-5,71,-1,73,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201042.png?padding=0.7
3509,Óscar Sielva,33,M,SD Huesca,LALIGA HYPERMOTION,Spain,CM,Right,178,78,,72,62,0,71,0,72,0,69,0,66,0,75,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190199.png?padding=0.7
3509,Alejandro Silva,35,M,Libertad,Libertadores,Uruguay,CM,Right,178,68,['RM'],72,75,-11,68,0,71,-1,74,0,63,0,72,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p218868.png?padding=0.7
3509,André Luís,30,M,Shanghai Shenhua,CSL,Brazil,ST,Right,184,78,['CAM'],72,75,8,71,2,60,11,69,3,24,0,71,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246093.png?padding=0.7
3509,Maximiliano Silvera,27,M,Peñarol,Libertadores,Uruguay,ST,Right,176,68,,72,69,0,73,0,56,0,70,0,27,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267406.png?padding=0.7
3509,Giuliano Simeone,21,M,Atlético de Madrid,LALIGA EA SPORTS,Argentina,ST,Right,173,70,,72,82,-1,69,0,58,0,70,0,26,0,79,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253396.png?padding=0.7
3509,Daley Sinkgraven,29,M,UD Las Palmas,LALIGA EA SPORTS,Holland,LB,Left,179,70,['LM'],72,73,-1,60,0,72,0,74,0,68,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216380.png?padding=0.7
3509,Hugo Siquet,22,M,Club Brugge,1A Pro League,Belgium,RM,Right,180,70,"['RB', 'RW']",72,75,1,59,0,75,2,71,2,65,0,67,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259586.png?padding=0.7
3509,Ibrahim Sissoko,28,M,AS Saint-Étienne,Ligue 1 McDonald's,Mali,ST,Right,192,89,,72,73,-1,74,1,55,1,66,0,32,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244022.png?padding=0.7
3509,Michał Skóraś,24,M,Club Brugge,1A Pro League,Poland,RM,Right,172,64,"['LM', 'RW']",72,85,-2,64,1,67,3,73,2,40,0,63,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251633.png?padding=0.7
3509,Mile Škorić,33,M,Tianjin JMT FC,CSL,Croatia,CB,Right,189,80,"['CM', 'CDM']",72,55,0,42,0,49,0,49,1,73,0,78,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p268777.png?padding=0.7
3509,Steven Skrzybski,32,M,Holstein Kiel,Bundesliga,Germany,ST,Right,174,72,['CAM'],72,77,-1,74,0,65,0,73,0,37,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200473.png?padding=0.7
3509,Hrvoje Smolčić,24,M,LASK,Ö. Bundesliga,Croatia,CB,Left,185,80,,72,68,0,28,0,49,3,58,0,72,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269402.png?padding=0.7
3509,Havana Solaun,31,F,Houston Dash,NWSL,Jamaica,CM,Right,175,69,['CDM'],72,78,0,71,0,71,0,73,0,66,0,68,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248367.png?padding=0.7
3509,Serginho,29,M,Changchun Yatai,CSL,Brazil,CM,Left,180,84,"['ST', 'RM']",72,70,0,74,0,73,0,72,0,47,0,79,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225478.png?padding=0.7
3509,Son Jun Ho,32,M,Suwon FC,K League 1,Korea Republic,CDM,Right,180,73,['CM'],72,71,0,61,0,69,0,70,0,67,0,75,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221875.png?padding=0.7
3509,Song Min Kyu,25,M,Jeonbuk Hyundai,K League 1,Korea Republic,CAM,Right,179,72,"['ST', 'LM']",72,83,2,70,1,67,7,72,-1,38,3,76,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248188.png?padding=0.7
3509,Mads Bech Sørensen,25,M,FC Midtjylland,3F Superliga,Denmark,CB,Left,193,92,,72,53,1,43,9,56,3,61,3,73,4,75,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234472.png?padding=0.7
3509,Mario Soriano,22,M,RC Deportivo,LALIGA HYPERMOTION,Spain,CAM,Right,163,60,"['CM', 'LM']",72,76,1,70,-1,67,5,76,0,32,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260463.png?padding=0.7
3509,Brenner,24,M,Udinese,Serie A Enilive,Brazil,ST,Right,175,70,,72,77,-2,71,0,63,-1,76,-1,32,0,54,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240332.png?padding=0.7
3509,Ali Sowe,30,M,Çaykur Rizespor,Trendyol Süper Lig,Gambia,ST,Right,191,84,,72,75,3,69,-1,60,0,72,1,32,1,77,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215323.png?padding=0.7
3509,Djed Spence,24,M,Spurs,Premier League,England,RB,Right,184,71,,72,86,-2,43,0,60,-1,74,0,67,-1,60,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243702.png?padding=0.7
3509,Andraž Šporar,30,M,Panathinaikos,Hellas Liga,Slovenia,ST,Right,186,82,,72,75,0,72,-1,65,-1,70,0,19,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231786.png?padding=0.7
3509,Marko Stamenić,22,M,Olympiacos FC,Hellas Liga,New Zealand,CDM,Right,188,80,['CM'],72,67,0,60,0,68,0,72,0,66,0,75,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259680.png?padding=0.7
3509,Maja Sternad,20,F,SV Werder Bremen,GPFBL,Germany,ST,Right,170,60,['LM'],72,76,5,71,1,69,0,72,0,43,0,68,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265117.png?padding=0.7
3509,Jarne Steuckers,22,M,KRC Genk,1A Pro League,Belgium,CAM,Left,179,68,['RW'],72,71,1,71,26,73,13,72,11,40,8,62,18,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260570.png?padding=0.7
3509,Petar Stojanović,29,M,Salernitana,Serie BKT,Slovenia,RB,Right,178,69,['RM'],72,79,1,51,0,67,-3,69,-2,66,-3,75,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225995.png?padding=0.7
3509,Nikola Storm,30,M,KV Mechelen,1A Pro League,Belgium,LM,Right,178,74,['LW'],72,76,-1,71,-2,69,-1,72,-2,36,0,55,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212205.png?padding=0.7
3509,Mario Stroeykens,20,M,RSC Anderlecht,1A Pro League,Belgium,CAM,Right,177,79,"['CM', 'LW']",72,74,0,69,5,68,5,74,3,42,12,67,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260162.png?padding=0.7
3509,Róber Pier,29,M,R. Sporting,LALIGA HYPERMOTION,Spain,CB,Right,182,74,['RB'],72,55,0,48,0,65,2,64,2,73,1,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213063.png?padding=0.7
3509,John Swift,29,M,West Brom,EFL Championship,England,CAM,Right,182,73,,72,62,-2,73,-1,73,-1,75,-1,58,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p211506.png?padding=0.7
3509,Serhiy Sydorchuk,33,M,KVC Westerlo,1A Pro League,Ukraine,CDM,Right,189,80,['CM'],72,64,-2,65,-3,65,-3,65,-4,70,-1,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220948.png?padding=0.7
3509,Mamadou Sylla,30,M,R. Valladolid CF,LALIGA EA SPORTS,Senegal,ST,Right,184,84,"['RM', 'LM']",72,77,0,71,1,62,0,70,0,37,0,75,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224967.png?padding=0.7
3509,Issiaga Sylla,30,M,Montpellier,Ligue 1 McDonald's,Guinea,LB,Left,180,75,,72,68,-2,61,0,67,-1,67,-1,68,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212282.png?padding=0.7
3509,Abakar Sylla,21,M,Strasbourg,Ligue 1 McDonald's,Côte d'Ivoire,CB,Left,188,80,,72,70,0,30,0,56,2,68,-1,70,3,76,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269003.png?padding=0.7
3509,Japhet Tanganga,25,M,Millwall,EFL Championship,England,CB,Right,180,73,['RB'],72,70,-3,33,0,61,-2,66,-4,71,-4,75,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236600.png?padding=0.7
3509,Shogo Taniguchi,33,M,STVV,1A Pro League,Japan,CB,Right,183,75,,72,62,0,45,0,60,0,60,0,75,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233225.png?padding=0.7
3509,Momoko Tanikawa,19,F,FC Rosengård,Sverige Liga,Japan,CAM,Right,169,57,['CM'],72,70,0,64,0,68,0,71,0,52,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p70145.png?padding=0.7
3509,Florian Tardieu,32,M,AS Saint-Étienne,Ligue 1 McDonald's,France,CDM,Right,181,70,['CM'],72,40,0,63,0,70,0,67,0,68,0,74,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p209618.png?padding=0.7
3509,Chiquinho,24,M,RCD Mallorca,LALIGA EA SPORTS,Portugal,LW,Right,179,73,"['RW', 'LM']",72,87,2,66,4,65,4,75,3,34,0,58,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262416.png?padding=0.7
3509,Charlie Taylor,31,M,Southampton,Premier League,England,LB,Left,185,70,,72,58,-10,52,0,68,0,69,-1,72,-1,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204760.png?padding=0.7
3509,Casper Tengstedt,24,M,Hellas Verona,Serie A Enilive,Denmark,ST,Right,184,79,,72,83,0,70,3,63,4,68,1,36,5,71,7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257920.png?padding=0.7
3509,Florian Thauvin,31,M,Udinese,Serie A Enilive,France,ST,Left,181,77,,72,64,-5,75,1,73,1,77,0,45,-1,65,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204970.png?padding=0.7
3509,Jan Thielmann,22,M,1. FC Köln,Bundesliga 2,Germany,RM,Right,178,72,"['ST', 'RB', 'RW']",72,81,0,69,0,66,0,72,0,45,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254660.png?padding=0.7
3509,Morten Thorsby,28,M,Genoa,Serie A Enilive,Norway,CM,Right,189,79,,72,55,-9,62,-1,69,-1,71,-1,72,-3,78,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222475.png?padding=0.7
3509,Jón Dagur Þorsteinsson,25,M,Hertha BSC,Bundesliga 2,Iceland,LM,Right,177,66,['LW'],72,80,1,66,3,66,2,73,1,40,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241474.png?padding=0.7
3509,Marcel Tisserand,31,M,Al Khaleej,ROSHN Saudi League,Congo DR,CB,Right,190,81,,72,72,0,58,0,67,0,67,0,70,-3,80,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216247.png?padding=0.7
3509,Harry Toffolo,29,M,Nott'm Forest,Premier League,England,LB,Left,183,71,,72,70,-3,53,1,67,4,66,1,70,4,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p206086.png?padding=0.7
3509,Gastón Togni,27,M,Defensa,Sudamericana,Argentina,LM,Left,181,80,"['LW', 'LB']",72,75,-3,70,-1,70,-1,72,1,63,0,69,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237512.png?padding=0.7
3509,Jeremy Toljan,30,M,Sassuolo,Serie BKT,Germany,RB,Right,182,74,,72,79,-3,42,0,66,3,70,1,66,1,64,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p214622.png?padding=0.7
3509,Torrente,23,M,Dinamo Zagreb,Liga Hrvatska,Spain,CB,Left,193,79,['CDM'],72,58,1,31,0,54,2,48,1,73,3,69,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264103.png?padding=0.7
3509,Anna Torrodà,24,F,Levante UD,Liga F,Spain,CDM,Right,163,56,['CM'],72,68,0,65,0,70,0,70,-2,67,-6,69,-5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262459.png?padding=0.7
3509,Isaak Touré,21,M,Udinese,Serie A Enilive,France,CB,Left,206,98,,72,66,0,30,0,51,1,55,0,69,2,84,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258972.png?padding=0.7
3509,El Bilal Touré,23,M,VfB Stuttgart,Bundesliga,Mali,ST,Right,185,72,,72,71,1,72,1,61,0,71,1,23,0,63,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255529.png?padding=0.7
3509,Abdoulaye Touré,30,M,Havre AC,Ligue 1 McDonald's,Guinea,CDM,Right,188,84,['CM'],72,43,4,58,2,62,3,61,6,71,2,78,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210450.png?padding=0.7
3509,Andros Townsend,33,M,Luton Town,EFL Championship,England,CAM,Left,181,73,['RM'],72,66,0,73,0,74,0,74,0,38,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p194932.png?padding=0.7
3509,Ismaël Traoré,38,M,FC Metz,Ligue 2 BKT,Côte d'Ivoire,CB,Right,184,87,,72,35,0,45,0,58,0,50,0,72,-1,82,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p184873.png?padding=0.7
3509,Nicolás Tripichio,28,M,San Lorenzo,Libertadores,Argentina,RB,Right,176,70,,72,81,0,51,0,66,0,71,0,66,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227900.png?padding=0.7
3509,William Troost-Ekong,31,M,Al Kholood,ROSHN Saudi League,Nigeria,CB,Right,191,92,,72,58,0,32,0,44,0,44,1,72,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213414.png?padding=0.7
3509,Auston Trusty,26,M,Celtic,Scottish Prem,United States,CB,Left,191,85,['LB'],72,76,-3,47,0,56,0,61,-1,70,-1,80,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235755.png?padding=0.7
3509,Jeppe Tverskov,31,M,FC Nordsjælland,3F Superliga,Denmark,CDM,Right,185,85,['CM'],72,49,4,44,1,57,2,62,1,72,3,77,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224067.png?padding=0.7
3509,Oleksandr Tymchyk,27,M,Dynamo Kyiv,Ukrayina Liha,Ukraine,RB,Right,180,67,,72,87,0,45,4,64,0,67,4,68,-1,58,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258308.png?padding=0.7
3509,Christy Ucheibe,23,F,SL Benfica,Liga Portugal Feminino,Nigeria,CDM,Right,173,64,['CB'],72,71,0,48,-3,61,2,65,0,75,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273265.png?padding=0.7
3509,Filip Uremović,27,M,Hajduk Split,Liga Hrvatska,Croatia,CB,Right,184,81,,72,76,5,30,0,47,0,53,0,72,1,74,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244629.png?padding=0.7
3509,Agustín Urzi,24,M,Racing Club,Sudamericana,Argentina,LM,Left,169,71,['LW'],72,86,0,63,0,64,0,74,0,36,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246469.png?padding=0.7
3509,Can Uzun,19,M,Frankfurt,Bundesliga,Turkey,CAM,Right,186,70,"['ST', 'CM']",72,70,1,72,10,65,11,75,7,24,4,63,12,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275328.png?padding=0.7
3509,Nicolás Valentini,23,M,Boca Juniors,Sudamericana,Argentina,CB,Left,187,79,,72,73,0,32,0,54,0,62,-1,72,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267681.png?padding=0.7
3509,Alex Valera,28,M,Universitario,Libertadores,Peru,ST,Left,183,84,,72,67,0,72,-2,52,0,68,1,28,0,75,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259251.png?padding=0.7
3509,Emanuele Valeri,25,M,Parma,Serie A Enilive,Italy,LB,Left,180,78,['LM'],72,67,-6,65,2,69,2,72,2,69,4,53,-6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258714.png?padding=0.7
3509,Mattia Valoti,31,M,Monza,Serie A Enilive,Italy,CM,Right,187,73,['CAM'],72,55,1,69,0,73,0,74,1,54,0,64,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p205089.png?padding=0.7
3509,Hendrik Van Crombrugge,31,M,KRC Genk,1A Pro League,Belgium,GK,Left,188,86,,72,71,-4,72,0,76,0,69,-5,37,0,76,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204308.png?padding=0.7
3509,Charles Vanhoutte,26,M,R. Union St.-G.,1A Pro League,Belgium,CM,Right,182,76,['CDM'],72,57,-1,61,7,64,2,72,4,68,4,77,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244889.png?padding=0.7
3509,Dante Vanzeir,26,M,Red Bulls,MLS,Belgium,ST,Right,175,77,,72,84,-1,70,-4,69,2,73,0,38,2,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234905.png?padding=0.7
3509,Juan Pablo Vargas,29,M,Millonarios,Libertadores,Costa Rica,CB,Left,192,88,,72,51,1,24,0,44,0,48,0,72,2,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p245256.png?padding=0.7
3509,Denis Vavro,28,M,VfL Wolfsburg,Bundesliga,Slovakia,CB,Right,189,81,,72,67,0,58,0,58,-1,59,-2,70,-1,81,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240988.png?padding=0.7
3509,Pablo Vázquez,30,M,RC Deportivo,LALIGA HYPERMOTION,Spain,CB,Right,185,82,,72,67,0,32,0,50,0,47,0,71,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236573.png?padding=0.7
3509,Benjamin Verbič,30,M,Panathinaikos,Hellas Liga,Slovenia,LW,Right,179,72,['LM'],72,81,0,70,0,66,0,75,0,44,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225997.png?padding=0.7
3509,Elba Vergés,29,F,SD Eibar,Liga F,Spain,CB,Right,170,58,,72,57,0,52,0,62,0,64,0,73,1,67,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272257.png?padding=0.7
3509,Nick Viergever,35,M,FC Utrecht,Eredivisie,Holland,CB,Left,183,77,['LB'],72,70,3,54,0,64,-1,66,-1,72,-1,73,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p193440.png?padding=0.7
3509,João Teixeira,31,M,Shanghai Shenhua,CSL,Portugal,CAM,Right,179,80,['RW'],72,74,3,65,-1,69,-1,74,0,36,0,61,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210377.png?padding=0.7
3509,Guillermo Viscarra,31,M,The Strongest,Libertadores,Bolivia,GK,Right,190,80,,72,74,2,70,1,65,2,72,6,25,0,73,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236241.png?padding=0.7
3509,Selina Vobian,22,F,SC Freiburg,GPFBL,Germany,CAM,Right,167,59,['CM'],72,74,5,65,0,65,0,74,0,42,0,56,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271839.png?padding=0.7
3509,Lukáš Vorlický,22,M,Slavia Praha,Česká Liga,Czech Republic,CAM,Right,186,76,"['LM', 'CM']",72,58,0,70,0,77,0,73,0,39,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274452.png?padding=0.7
3509,Marios Vrousai,26,M,Rio Ave FC,Liga Portugal,Greece,LM,Right,183,77,"['CAM', 'RM', 'LW']",72,76,0,69,0,70,0,73,0,61,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244287.png?padding=0.7
3509,Matěj Vydra,32,M,Viktoria Plzeň,Česká Liga,Czech Republic,ST,Right,180,74,,72,76,-2,73,0,65,-2,71,-2,36,-1,63,-5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p198331.png?padding=0.7
3509,Hauke Wahl,30,M,FC St. Pauli,Bundesliga,Germany,CB,Right,189,85,,72,54,3,32,0,55,0,63,0,73,3,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230855.png?padding=0.7
3509,Luca Waldschmidt,28,M,1. FC Köln,Bundesliga 2,Germany,ST,Left,181,74,['CAM'],72,73,5,76,-1,70,1,76,0,29,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p220085.png?padding=0.7
3509,Ricarda Walkling,27,F,SV Werder Bremen,GPFBL,Germany,CM,Right,160,55,,72,67,-1,63,0,69,1,70,0,67,1,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265123.png?padding=0.7
3509,Wang Dalei,35,M,Shandong Taishan,CSL,China PR,GK,Right,185,75,,72,73,3,69,0,66,-4,74,2,60,0,70,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p182224.png?padding=0.7
3509,Victor Wanyama,33,M,CF Montréal,MLS,Kenya,CDM,Right,188,79,['CM'],72,47,-3,63,0,64,-1,67,-3,69,-2,87,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p188942.png?padding=0.7
3509,Danny Ward,31,M,Leicester City,Premier League,Wales,GK,Right,191,88,,72,72,-1,71,-1,68,-1,72,-1,46,0,70,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p207998.png?padding=0.7
3509,Mallory Weber,30,F,KC Current,NWSL,United States,LB,Right,168,60,,72,76,-2,49,0,61,0,58,0,74,0,63,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267345.png?padding=0.7
